a1_0,a1_1,a1_2,a1_3,a2_0,a2_1,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b3_0,b3_1,b3_2,b3_3,b4_0,b4_1,b4_2,b4_3,c1_0,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c1_7,c1_8,c1_9,c1_10,c1_11,c2_0,c2_1,c2_2,c2_3,c2_4,c2_5,c3_0,c3_1,c3_2,c4_0,c4_1,risk_index,risk_label
3,2,2,2,3,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,6.31571704537037,MODERATE
2,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,5.478669369012346,MODERATE
3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,2,2,3,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,3,2,3,2,3,2,3,2,2,5.510396682037038,MODERATE
3,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,5.945079439189817,MODERATE
3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2,3,5.409134266435185,MODERATE
2,2,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,3,2,2,4.896047976080247,MODERATE
3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2,5.119313964722223,MODERATE
2,3,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,3,3,2,2,2,3,3,2,3,2,3,3,2,2,3,5.161551516712964,MODERATE
2,3,3,2,2,3,2,3,3,2,3,2,3,3,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,2,3,2,2,5.89543060162037,MODERATE
3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,5.7229984620061725,MODERATE
3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,3,2,7.167153883379629,HIGH
2,2,3,2,3,3,3,2,2,2,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,2,3,5.747914161597222,MODERATE
3,3,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,3,3,3,3,2,3,2,3,3,2,3,3,2,2,5.943449668750001,MODERATE
2,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,7.104215807175926,HIGH
3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,2,5.944563857777778,MODERATE
3,3,2,3,3,2,3,3,3,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,2,2,5.640556657253088,MODERATE
3,3,3,3,3,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,3,3,2,3,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,6.658516827716049,MODERATE
2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,2,3,5.337666993287038,MODERATE
2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,3,5.120266166782407,MODERATE
3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,7.201764265817902,HIGH
2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,5.257103703703705,MODERATE
2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,2,5.41078361728395,MODERATE
2,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,3,2,2,6.034912980555555,MODERATE
2,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,2,3,2,5.946609673734569,MODERATE
2,3,3,2,3,2,3,3,3,2,3,3,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,2,3,3,2,3,2,5.925733946311728,MODERATE
3,2,2,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,5.543284077777779,MODERATE
2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,2,3,2,3,5.672140890370371,MODERATE
2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,3,3,2,2,3,3,6.084095456790123,MODERATE
2,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,3,6.658962666666667,MODERATE
3,3,3,3,3,2,3,3,3,2,2,2,3,2,3,2,2,3,2,2,3,2,3,3,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,5.997251830555554,MODERATE
2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3,2,3,2,3,3,3,2,3,2,3,3,5.965620151512346,MODERATE
2,2,3,3,2,3,2,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,5.145971778240741,MODERATE
2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,2,3,3,3,3,2,2,5.3526131249999995,MODERATE
3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,3,3,2,2,3,3,3,6.146622222222222,MODERATE
2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,2,6.139970978888889,MODERATE
3,2,2,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,5.71208824277778,MODERATE
3,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2,3,3,5.424238087469134,MODERATE
3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,2,3,2,2,5.279238045154321,MODERATE
3,2,2,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,4.5617811851466055,MODERATE
2,3,3,2,3,3,3,3,2,3,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,6.924922329722223,HIGH
2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,2,2,2,2,3,2,3,2,2,3,2,3,2,3,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,3,5.108163703703705,MODERATE
3,3,3,2,3,2,3,3,2,2,3,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,3,2,2,5.417181745370371,MODERATE
2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2,2,2,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,4.910304955370371,MODERATE
2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,2,6.2178031568209855,MODERATE
3,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,2,2,5.304463798958334,MODERATE
2,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,2,2,2,2,5.148101229984566,MODERATE
3,3,2,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,2,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,2,6.161565520833333,MODERATE
3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,3,2,3,6.047807345300925,MODERATE
2,3,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,3,2,3,2,2,3,2,3,3,3,2,3,2,2,2,3,2,3,2,2,2,3,3,2,2,3,5.139495394259258,MODERATE
2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,3,3,5.126706949120371,MODERATE
3,2,3,3,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,2,2,2,2,3,5.143070676203704,MODERATE
2,2,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,6.471262666944446,MODERATE
3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,4.752991155,MODERATE
2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,5.842559240416668,MODERATE
3,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,3,2,2,3,4.833717345138889,MODERATE
2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,4.971163093750001,MODERATE
3,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,6.890190656111111,HIGH
2,3,2,2,3,3,2,3,2,3,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,6.164283193865741,MODERATE
3,2,3,2,2,3,2,2,2,2,2,3,3,2,3,3,2,3,2,2,3,3,2,3,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,5.118316973302468,MODERATE
2,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,2,2,3,4.455597386913582,MODERATE
2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,3,2,3,3,6.901135714074074,HIGH
2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,3,2,3,2,2,3,3,3,3,2,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,5.886717761381172,MODERATE
2,3,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,3,2,6.05206247492284,MODERATE
3,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,5.647164564367284,MODERATE
2,2,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,2,2,5.979355580679012,MODERATE
3,2,2,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,5.945145065185185,MODERATE
3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,2,3,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,3,3,2,2,3,2,3,6.218356293981482,MODERATE
2,2,2,3,2,3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,3,2,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,2,5.7810905645370365,MODERATE
3,2,2,3,3,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,3,3,2,2,5.213283333333335,MODERATE
3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,2,2,3,4.899916885416667,MODERATE
3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,5.8160401425,MODERATE
2,3,2,3,2,3,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,3,2,5.224725237569444,MODERATE
2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,2,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,4.420879770578704,MODERATE
2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,5.511625410416666,MODERATE
3,3,2,3,2,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,2,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,3,5.906366813580246,MODERATE
2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,3,6.2664396895833345,MODERATE
3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,3,2,6.0740078749999995,MODERATE
3,3,3,3,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,2,2,3,6.376519734320988,MODERATE
3,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,5.7794646804938274,MODERATE
3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,3,4.966425750501543,MODERATE
3,3,3,3,2,3,2,2,2,3,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,2,5.968538530246915,MODERATE
3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,2,5.871494486882717,MODERATE
2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,3,2,3,3,6.168305266450616,MODERATE
2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,3,2,6.300672048611111,MODERATE
2,3,2,3,3,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,5.933093964876543,MODERATE
3,2,2,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,2,2,3,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,3,2,2,3,3,2,3,3,3,3,3,6.960206392222221,HIGH
2,3,2,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,2,2,3,3,2,2,2,2,3,2,3,2,3,2,2,2,3,2,3,3,4.978050974814814,MODERATE
3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,3,2,3,3,2,3,6.203399603765432,MODERATE
3,2,3,3,2,3,3,2,2,3,2,3,3,3,2,2,3,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,3,2,3,2,3,5.681820479999999,MODERATE
2,3,3,3,2,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,5.291089650648148,MODERATE
3,2,3,2,3,3,2,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,3,2,3,2,2,2,5.649454960000001,MODERATE
2,2,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,5.234777352021604,MODERATE
2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,3,2,2,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,6.237328201157409,MODERATE
2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,3,3,2,3,2,3,2,3,3,5.098512052592592,MODERATE
2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,2,2,3,2,4.926772143248457,MODERATE
2,2,3,2,3,3,3,3,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,2,2,5.825625225694444,MODERATE
2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,3,2,3,6.161568090740742,MODERATE
2,2,2,3,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,3,2,2,3,2,5.877291265239197,MODERATE
2,2,3,2,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,3,5.0919873988194455,MODERATE
3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,6.495493196296296,MODERATE
3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,2,5.024900264999999,MODERATE
3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,2,3,2,5.572334708580247,MODERATE
3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,5.576629082716048,MODERATE
2,2,2,3,3,3,2,3,2,3,2,3,2,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,2,3,3,3,6.29326349537037,MODERATE
2,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,3,2,5.754643201388889,MODERATE
3,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,5.376241710000001,MODERATE
3,2,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,5.115281693364197,MODERATE
2,2,2,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,5.517980973750001,MODERATE
3,2,3,3,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,6.2756915899228405,MODERATE
3,3,2,3,3,2,3,3,3,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,3,2,3,2,2,3,3,2,5.560327255895063,MODERATE
2,2,3,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,3,2,3,2,5.68526305882716,MODERATE
3,3,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,6.005522027777779,MODERATE
2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,3,2,3,5.321224421574074,MODERATE
3,3,3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,2,3,3,2,2,3,7.118006094135806,HIGH
2,2,2,2,3,3,3,3,3,2,2,3,2,2,3,3,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,2,3,2,2,3,3,2,2,3,2,5.753686660231483,MODERATE
3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,6.247592361111111,MODERATE
